id,company_name
8916,BETH N RHYNE
30935,UPSTAFF PERSONNEL INC
7049,CARING FOR CHILDREN
38490,REGINALD RICHARDSON
6348,PERSONNEL SERVICE GROUP INC
10065,"HORTON, LINDA"
10704,"GRACE POTTER AND THE NOCTURNALS, LLC"
32344,"COLLECTIVE DATA, INC"
32406,"XYLEM WATER SOLUTIONS USA, INC."
28506,LOCALITY MEDIA INC
14153,"KESSEL ENGINEERING GROUP, PLLC"
21880,"ROLYN COMPANIES, INC"
3907,GREATER ASHEVILLE LIONS
2864,WOOLPERT LLP
9262,"MOORE & SONS SITE CONTRACTORS, INC."
6253,ALLEGRA PRINT & IMAGING
8257,WEST SANITATION SERVICES
3601,SUD ASSOCIATES
10708,"LEWIS, ANTHNEL A."
19105,"POLICE SERVICE DOGS, INC."
33577,"DAKTRONICS, INC."
1736,MOUNTAIN HOUSING OPPORTUNITIES
16944,"VHB ENGINEERING NC, PC"
23487,PEAK DEMOCRACY INC  
10135,ECYCLESECURE LLC  DBA COMPUTEL
29639,JEFFREY M. STAUDINGER
34307,MELISSA A. ANDERSON
1908,NATIONWIDE TESTING ASSOCIATION
10673,R-PROSELECT LLC
18183,"NUOVO ENERGY SOLUTIONS, LLC"
25208,"LOCUST PROPERTY MANAGEMENT, LLC"
36151,CURTIS BAY MEDICAL WASTE SERVICES
9203,"MOUNTAIN CHILD ADVOCACY CENTER, INC."
16842,"SIGNS PLUS-NEW IDEAS, NEW TECH"
6773,CUMMINS ALLISON CORPORATION
16932,"UNITED RENTALS NORTH AMERICA, INC."
33074,"STANTEC CONSULTING SERVICES, INC."
38660,"EVIDENCE IQ,INC"
7573,CUSTOM AUDIO AND LIGHTING INC
34749,"RED ROOF INNS, INC"
8006,ASHEVILLE FORD LLC
383,MAGDALEN BURLESON
30716,"BUCKTOM SERVICES, LLC"
19744,"GRIFFITH ENGINEERING, INC."
10006,"HARWOOD, WILLIAM"
18828,"WARREN, KARALYN"
29431,SAMEIS HOLDINGS LLC
8422,OKIE DOKIES SMOKEHOUSE
10148,"WILLIAMS, J. SHANNON"
7259,HARMONY INTERIORS
28316,ADC ENGINEERING INC
11157,"US SECURITY ASSOCIATES, INC."
11249,C.D.I.C. INC.
7139,WILLIAM L. CLARKE
9019,PAMALA A BARTLETT
18350,"FOREST MILLWORK, INC"
16792,"AIR PRODUCTS AND CHEMICALS, INC."
27810,TRANSYLVANIA COUNTY
29783,"21ST CENTURY POLICING, LLC"
14661,PROFESSIONAL PARTY RENTALS
26591,NAVEX GLOBAL INC
31607,GREYBEARD FENCE LLC
7680,ERC BROADBAND
38380,PARKING LOGIX INC
38608,"STARPOINT, INC."
8828,THOMPSON GORDON SHOOK ENGINEERS INC.
27150,THE PALMER COMPANY INC
18326,"SITE DESIGN STUDIO, PLLC"
16823,ASSOCIATION OF PEDESTRIAN AND BICYCLE PROFESSIONAL
11227,G4S SECURE SOLUTIONS (USA) INC.
10987,COTTENWOOD CAFE
17679,DOLAN CONSULTING GROUP
20459,"RESPRO, LLC"
15833,DANA SAFETY SUPPLY
1055,FAST SIGNS
34984,EMV REAL ESTATE INC.
36393,TLG LEASING INC.
7065,B & S STORAGE ON WHEELS
18117,TELECOMMUNICATION & INDUSTRIAL CONSULTING SERVICES
1863,NEO CORPORATION
1418,NC ADMINISTRATIVE OFFICE OF THE COURTS
7635,BENJAMIN G PRATER
28895,"S & S FENCE & TENNIS COURT BUILDERS, INC."
30732,"SWIFTLY, INC"
3401,ROBERTA GREENSPAN DBA
38546,"CAROLINA HARDWOOD & CONSTRUCTION, INC"
37097,BHUNA CORPORATION
35262,"VISTELAR,LLC"
6764,CAROLINA MANAGEMENT TEAM LLC
21662,JO M MATTOON
8453,SHAMIKA DENISE LINDSEY
7112,THOMAS GLOVER ASSOCIATES
5971,HENDERSON CO HABITAT FOR HUMAN
28582,SAM SCHWARTZ CONSULTING LLC
37736,ATLAS ENVIRONMENTAL INC
11289,RAFFERTY CONSTRUCTION CORP.
12349,BRANTLEY CONSTRUCTION CO. LLC
19505,"CLARK NEXSEN, INC."
26384,"DELRAY VENTURES, LLC"
34959,"MISSION CONTROL GG, INC."
9047,DALTON'S LAWN & LANDSCAPING
15863,"ALS OF NORTH CAROLINA, INC."
5367,UNC ASHEVILLE
5558,RIVERSIDE STUMP DUMP
35169,JACINTO JOSE QUANT VINAS
35273,"LOOMIS ARMORED US, LLC"
24301,"THE THREE RING BREWING CO., LLC"
25081,ROTO-ROOTER ASHEVILLE
357,BUNCOMBE COUNTY JR MISS SCHOLARSHIP PROGRAM
33453,"B.H. GRANING LANDSCAPES, INC."
11175,"TEPPER, THOMAS"
29612,"WEATHERPROOFING TECHNOLOGIES, INC"
6078,DANA BIERCE
7533,MOUNTAINEER JANITORIAL SUPPLY INC
14800,LOS AMIGOS INVISIBLES MUSIC GROUP LLC
3157,KLOESEL ENGINEERING PA
10724,THE GREEN SAGE
2642,TOP RUNG TOWER CHIME &
9198,POWERDMS INC
12120,"THE WHIGS, LLC"
7609,SAFEGUARD SAFETY SHOES
37387,"INTERISE,INC"
10004,MORRIS STATON
11942,"MASSEY, AMANDA"
15786,"ATLANTIC EMERGENCY SOLUTIONS, INC."
6599,TEG ENTERPRISES INC.
27001,GOVHR USA
16589,CDM SMITH
27773,ACSM INC
13120,"SITEMED NORTH AMERICA, LLC"
29270,"LORD, AECK AND SARGENT, INC"
11218,UP FRONT MANAGEMENT SPORTS AGENCY
20176,"THE NETWORK, INC."
10035,EAGLE MARKET STREETS DEVELOPMENT
9091,MICHAEL DAVID SNELSON
11967,"ESTES, BRIAN"
25490,"OPEN COUNTER ENTERPRISES, INC."
2529,SAFE AIR SYSTEMS INC
32168,"ARTISTS DESIGNING EVOLUTION, LLC"
5567,CARRIE LEMASTER
10123,"ASCENT LEADERSHIP, LLC"
11754,"APPLIANCE PROFESSIONAL UNLIMITED, LLC"
31844,MONIQUE KOLLMAN
8674,ASHEVILLE PAINTING CO.
1586,"WGLA ENGINEERING, PLLC"
31843,"SUMMIT DESIGN AND ENGINEERING SERVICES, PLLC"
8446,"JLS COMPANY, LLC"
15174,"SPORTS FIELDS, INC."
32612,ROUTEWARE CANADA
7865,MONTREAT COLLEGE
20282,"AUGUSTA FIBERGLASS COATINGS, INC."
25752,"NWC PARTNERS, INC   "
30280,"MSS FIRE & SECURITY, LLC"
20722,COLIN BAENZIGER
25067,MOUNTAIN PROJECTS INCORPORATED
33557,TROY SAMUEL TOBE
18205,"SPARTAN ROOFING CO., INC."
11906,"DISASTER RECOVERY GROUP AND TREE SERVICE, INC."
12001,"RAILROAD EARTH, LLC"
25277,"4 SEASONS SITE AND DEMO, INC."
3455,IBM CORPORATION
10437,POMODORUS INC.
23761,"WADE DOOR SERVICES, LLC"
8420,IO DESIGN AND ILLUSTRATION INC
4629,AMICK EQUIPMENT COMPANY
11272,"DAVID E. BURNETTE, INC."
27210,LUIS CARLOS SERAPIO
35903,"VELOSIMO, INC"
11329,"BETSCH ASSOCIATES, I"
20187,LAMAR TEXAS LIMITED PARTNERSHIP
13138,"WOLFE AND ASSOCIATES, INC."
8698,THE CENTER FOR DISORDERED EATI
29038,"EMPLOYEE TECH, INC"
18647,LAWN-N-ORDER LANDSCAPING
20273,CLARK PATTERSON LEE 
2927,T.R.Y INC.
2811,LYLE WILLIS
2076,J PATRICK PRICE
37644,"AUTORETURN TECHNOLOGIES, INC."
38555,ECO-COMPTEUR INC
3281,KEEN IMPRESSIONS
10232,"PIZZAZZ SCENIC CONTRACTORS, INC."
10586,"CAROLINA ADVANCED DIGITAL, INC."
18738,"GARDENOLOGY, LLC"
27000,AZTECA SYSTEMS HOLDINGS LLC
10735,"MORGAN, DAVID"
37011,"APPALACHIAN NETWORK SERVICES, INC."
18796,TOM TVEIDT
11439,"CONCRETE REPAIR& RESTORATION, INC."
26632,LAUGHLIN SUTTON CONSTRUCTION COMPANY
843,MARK DEVERGES
1963,ORKIN EXTERMINATING COMPANY
34873,BUNCOMBE COUNTY TOURISM DEVELOPMENT AUTHORITY
10881,"TAYLOR, ROBERT G."
19229,"WORKPLACE SOLUTIONS, LLC"
5929,"DRY RIDGE APPRAISAL SERVICE,LL"
8578,SHANNON CASSON
37010,UNDERWATER CONSTRUCTION CORPORATION
2908,URSULA POWERS
30781,RACE FORWARD
11721,"BENSMAN, SARA"
6405,"SUNBELT RENTALS,INC"
10722,"MASTERS, ADAM"
34390,"RINGFREE COMMUNICATIONS, INC."
31852,TAYLOR JOHNSON
36022,PENCARINHA INC
8193,US ARMY CORPS OF ENGINEERS
8125,AIKEN COST CONSULTANTS
11105,I.T. VERDIN CO.
24850,CEQUEL DATA CENTERS LP
1379,ISGETT DISTRIBUTORS
35637,"THORBURN ASSOCIATES,INC"
37306,IPC PAVING LLC
0,
14770,"LUCERO, LLC"
25784,"HOST COMPLIANCE, LLC"
8776,THE PUBLIC GROUP
10713,THE TRAINWRECKS
17471,"THE MERCER GROUP, INC."
32490,BARTLETT CONSTRUCTION & LANDSCAPING CO.
27978,BALLPARC LLC
33281,"CATAWBA TREE EXPERTS,INC."
10017,"RECTOR, JASON"
25579,NATIONAL POWER CORP
6692,CONSERVATION SOLUTIONS INC
2956,OPEN
31251,"K2 IRRIGATION SERVICES, INC"
947,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC"
5540,CAT NETWORKS & SECURITY
20985,"PROFESSIONAL BUSINESS INTERIORS, INC"
7014,WHALEN TENNIS COMPANY
2925,XI DELTA RHO CHAP BETA SIGMA P
19506,DEWEY INC.
7950,AZAVEA
34400,"JAVID M BAKSH  DBA AYAH NOORA, LLC"
13357,"MERCURY ASSOCIATES, INC."
33443,RIVER FRONT DEVELOPMENT GROUP
11468,KEVIN T & LISA A FOX
10408,"PANTEN, RICHARD NELSON"
11478,NC WILDLIFE RESOURCES COMMISSION
31363,WNC LANDSCAPING LLC
6895,SHRED-IT US JV LLC
30854,"OPENGOV, INC"
32617,"SMARTMAPS, INC."
36272,FIRST VICTORY INC
2091,DANNY PHILLIPS
8352,THE NATIONAL CITIZEN SURVEY
12353,SPL INTEGRATED SOLUTIONS
13940,CREATIVE DECOR
10461,BLUE ROSE BUILDERS LLC
2791,WESTERN CAROLINA GARAGE DOOR C
25143,"SAGA COMMUNICATIONS OF NC,LLC"
29332,"GENTRY GEOTECHNICAL ENGINEERING, PLLC"
12126,"BIG GIGANTIC, LLC"
13938,"ADW ARCHITECTS, PA"
14084,"BEVERLY-GRANT, INC."
10778,"WATSON, KELLIN"
11357,"YAPLE, GERALD P."
25110,LEXISNEXIS RISK SOLUTIONS FL INC.
2109,PHI BETA LAMBDA OF AB TECH
10619,GALLAGHER BENEFITS
7403,STEFAN ANDREAS BONITZ DBA
10352,BUNCOMBE CO TOURISM DEVELOPMENT AUTHORITY
31262,"ADVANTAGE CIVIL ENGINEERING, PA"
37222,CHONZIE INC
10343,INFINITY SYSTEMS
10024,"SOUTHERN, JACOB DAVID"
33234,"DV-INTEGRITIVE, LLC"
34375,"CITYZEN SOLUTIONS, INC."
6920,ROBERT FERGUSON
18546,"FLOORMASTERS, INC."
8821,THE BUILDING GROUP INC
19495,AFFION PUBLIC
9036,JONATHAN SCALES
158,TRASHBUSTERS INC. ****USE VENDOR #14752*****
32425,"JOHN R. MCADAMS CO., INC."
2322,SKA CONSULTING ENGINEERS ASSOCIATES INC.
2107,POM INCORPORATED
11902,RACHEL P LARSON
10278,RAINBOW INTERNATIONAL RESTORATION & CLEANING
10693,ZAMBELLI FIREWORKS MANUFACTURING CO.
30201,RISK VERSITY LLC
33346,LC INDUSTRIES DBA SIGNS TO THE NINES
7308,URTV INC
10189,BENJAMIN STUART BLAIR
5408,MECHANICAL EQUIPMENT CO.
22376,L.E. WOOTEN & CO.
37014,GRAYSHIFT LLC
11106,"HUDSON, KELLY E."
10734,URBAN BURRITO
3179,MATTHEW CHARLES JACOBS
10203,"SARZYNSKI, BRIAN"
10167,SAFE ZONE BLAST AND BALLISTIC PRODUCTS
34391,"SIGN SYSTEMS OF ASHEVILLE, LLC"
7575,CLASSIC EVENT RENTAL INC
10538,"WHITE, MERLIN"
34358,"CRITICAL INCIDENT VIDEOS, LLC"
8081,JESSE DAVID WALKER
13266,"STRATEGIC WORKPLACE SOLUTIONS, INC."
34341,WINBOURNE CONSULTING INC
10761,"MCGUINN, MARK A."
11393,"RICKEY, JASON MATTHEW"
29536,LAUREN BRADLEY MANAGEMENT CONSULTING
12128,"G-MAN TOURING, INC."
33280,"GARRISON ENTERPRISE, INC."
6805,ALTAMONT ENVIRONMENTAL INC
6640,CHARLES G. MISENHEIMER DBA
4725,TENNYSON RUCKER
12798,"ATLANTIC UTILITY SOLUTIONS, INC."
15528,"YOREL INTEGRATED SOLUTIONS, INC."
22078,"G/M PROPERTY GROUP, LLC"
30701,"LORD AECK SARGENT, A KATERRA COMPANY, PLLC"
26859,CHA CONSULTING INC
38558,"PARK AVENUE PROPERTY OWNERS ASSOCIATION, INC."
18783,EXPRESS SERVICES INC
28320,"SEMAN, MICHAEL T"
11303,"BLUE SKIES CONSTRUCTION AND RENOVATION, INC."
5022,SEAN HARVIN
20014,"WILDLANDS ENGINEERING, INC."
909,ANTHONY ELLERBE
9210,FREDDY MITCHELL AND ASSOCIATES
10639,NON PROFIT CONSULTING TEAM
25806,"LEAPFROG LANDSCAPING & LAWN CARE, INC."
32975,"KEN WEEDEN & ASSOCIATES, INC."
2308,"SOUTHERN BURGLAR ALARM CO, INC."
12453,"RSH PROTECTION, INC."
26513,BEVERLY GRANT BARNHILL A 50-50 JOINT VENTURE
37061,"JOURNYX, INC"
9274,KATRINA NEFF
3213,ROTARY CLUB-ASHEVILLE WEST
27255,PATTERSON POPE INC
6651,TYLER CLARKE
11204,GEORGIA FOUNTAIN CO.
17836,"ULLMAN, MARGARET"
30460,CHRISTOPHER E GERMAN
778,DANIELS COMMUNICATIONS INC
10080,PARKWAY HARLEY- DAVIDSON
26947,LASTING IMPRESSION CG LLC
10822,ROBERT OSTWALD
11128,NORTH STATE RESURFACING CO.
20066,"BRYCER, LLC         "
8259,A L ODOM LOCKSMITHS INC
10921,"LANDAUER, INC."
12340,CLEAR SITE INDUSTRIAL
35165,"ROBINSON & COMPANY PAINTING, INC."
3784,BRIAN TERRY
8875,JOSEPH K ENSLEY
19898,"MATRIX CONSULTING GROUP, LTD."
13108,"MULLOY LAND SURVEYING, PLLC"
33188,DOSAN CORP
36,ASHEVILLE CITIZEN-TIMES
3191,ASHEVILLE ART MUSEUM ASSN
27760,BURLINGTON ASSOCIATES IN COMMUNITY DEVELOPMENT LLC
8644,"HARMON TURF SERVICES, INC."
16678,SUN LIFE ASSURANCE CO. OF CANADA (US)
28615,E-S PRESS INC
35199,"COLE PRO MEDIA, LLC"
35638,"SENSEMETRICS,INC"
32045,"CRITICAL MENTION, INC DBA CRITICAL MEDIA"
23248,"CCCD PROPERTIES, LLC"
32828,"SUPERION, LLC"
11400,URBANTRANS
23251,OX BODIES
33217,"STREAMLINE AUTOMATION SYSTEMS, LLC"
11395,"MINGUS, JASON ANTHONY"
10036,"JUSTEN, KATE"
32731,"BLUE RIDGE PRINTING CO., INC."
19856,WNC ROOFING LLC
6769,STEWART SOUND INC
1765,MARTIN-MCGILL INC
20702,SKY CLEAN INC.
4702,BEST BUY INC - SOUTH TUNNEL RO
10885,"BARTOSZ, MICHAEL"
30820,PAYMENTUS CORPORATION
7527,SUSAN LANTZ
10714,"JENNINGS, BRYAN"
29645,"BRITT, PETERS & ASSOCIATES, INC."
1488,KARS & KOLORS
12010,DIXON HUGHES GOODMAN LLP
33065,JOHN ROGERS CONSTRUCTION
36410,PRC WEB DEVELOPMENT LLC
20019,"VERISAE, INC."
25251,PRESIDIO NETWORKED SOLUTIONS LLC
34016,"S & H PROPERTY INVESTMENTS, LLC"
5724,ROBERT L MOORE
10705,TOUBAB KREWE
25838,DAYBREAK INC.
28891,"LESLIE ANDERSON CONSULTING, INC."
31804,AWS NIRVANA
17226,"MARS ATTACKS, LLC"
15712,STEPPE CONSTRUCTION
29366,"INNOVYZE, INC"
36014,THE HAYWOOD STREET CONGREGATION
7135,DAVID MORGAN
10814,COTTON GRAPHICS
32418,"DAVEY RESOURCE GROUP, INC."
34970,"COACHCRAFTERS, INC."
2391,SYSTEL BUSINESS EQUIPMENT
26860,EXECUTIVE REPERTORY LLC
4901,SPS VAR LLC FORMERLY HTE VAR
7997,FIRE SYSTEMS INC
34953,CONSTRUCTION & LANDSCAPE SERVICES INC.
6524,SUNGARD PUBLIC SECTOR
8408,ROB SEBRELL
9223,CAROL MILLER
10884,"BURNS, KYLE"
3255,"HAUSER RENTAL SERVICES, INC."
10446,WILBUR SMITH ASSOCIATES
16828,"BURR, JULIA C."
30975,"UNISON  ENGINE COMPONENTS, INC."
35657,SYN TERRA CORPORATION
10821,DONALD L. SHIFFLETT
34968,"PADDOCK CONSTRUCTION COMPANY, INC"
30659,"SOUTHERN SPECIALTY CIVIL CONSTRUCTORS, LLC"
9263,TERRY JOSHUA SKIDMORE
8061,LEONARD S CARRIER
32597,"TAG CONTRACTING, INC"
10048,GREENVILLE TURF & TRACTOR
27447,APT ACQUISITION & CONSTRUCTION
3317,J EDWARD CARRIERE
11196,"KRUSEN, JASON M."
4751,LAURA BLACKLEY
28695,CITI LLC
3991,G & S FENCE COMPANY
21,ANDY OXY COMPANY INC
7895,CRYSTAL GLASS COMPANY
11112,NC BAPTIST MEN
27764,STATUS FORWARD INC
6094,T T TECHNOLOGIES INC
23907,POYNER SPRUILL LLP
33316,WILLIS TOWERS WATSON US LLC
8840,BRUCE KENNEDY
6412,EMPOWERMENT RESOURCE CENTER
347,BETA OMICRON
37340,"WP SKYLAND MF-NC OWNER, LLC"
1317,REPUBLIC SERVICE OF NC DBA
919,ENKA CANDLER FIRE AND RESCUE
10068,"REAGAN, STEPHANIE"
87,ACCENT ROOFING
22755,THE NOVAK CONSULTING GROUP
11954,"BLUELINE SYSTEMS AND SERVICES, LLC"
29521,"AUDIO COMMUNICATIONS SYSTEMS, INC"
33247,"BRADLEY AND CONNER GRADING CONTRACTORS, INC."
526,COCA COLA BOTTLING
10061,"EARTHCHANNEL COMMUNICATIONS, INC."
11729,"CONVERGENCE TECHNOLOGY CONSULTING, LLC."
33124,"SURE-TEC, INC"
7219,XI OMEGA CHAPTER OF BETA SIGMA
10114,ENTERTAINMENT PAYROLL SERVICES INC
20288,"LAYNE INLINER, LLC"
7864,BENTLEY SYSTEMS INC.
147,ADECCO TEMPORARY SERVICES INC
11529,"SMART ELECTRIC COMPANY, INC."
18317,UNIVERSITY OF NORTH CAROLINA A
35492,MEDVET ASHEVILLE
24499,"NELSON/NYGAARD COUNSULTING ASSOCIATES, INC."
37332,ATL HOSPITALITY LLC
15701,"GO ENERGIES, LLC"
10874,"CONNORS, KEVIN - DO NOT USE"
11753,BADGER DAYLIGHTING CORP.
10146,AMERICAN PROGRAM BUREAU
10880,"VLAHOS, JONATHAN NICHOLAS"
14931,"STRICKLAND WATERPROOFING COMPANY, INC."
9043,"BRITT AND TILSON GLASS CO., IN"
6753,"GOVDEALS, INC."
26733,ENGINEERING CONSULTING
38363,"GRANICUS, LLC"
16938,"A SANI-CAN SERVICE, INC."
7977,"OCEAN SYSTEMS, A DIVISION OF DYNAMIC TECHNOLOGIES"
15812,"PITTSBURG TANK & TOWER MAINTENANCE CO., INC."
4535,A-AMERICAN ELECTRIC INC
19896,"FOUR SEASONS FORD, INC."
22748,"155 BILTMORE, LLC"
32169,CARLETON COLLINS ARCHITECTURE PLLC
35141,"RUBICON GLOBAL, LLC"
10940,DRY RIDGE SEAMLESS GUTTERS LLC
14734,EMMANUEL FIGARO
10476,"FIFTH ELEMENT FIRE PROTECTION, LLC"
14473,"MASTERCRAFT RENOVATION SYSTEMS, LLC"
11026,HOME ENERGY PARTNERS
37961,BRETT BOYKIN-ROACH
28,ASHEVILLE VAULT SERV INC DBA
36463,"GETAC, INC"
36673,"MARATHON HEALTH PARENT, LLC"
11542,MICHAEL L LAMB
30285,W. ASHEVILLE BAPTIST
17227,"KARL DENSON TINY UNIVERSE, INC."
4527,WEST CHATHAM WARNING DEVICES
7401,LETITIA BROMELL-ROSS
11118,BODODD CONSTRUCTION LLC
17372,"SURE-GEN OPERATIONS, LLC"
31362,SELF-HELP VENTURES FUND
11473,"CLARKE, VIRIS VIOLA"
23,IMAGING TECHNOLOGIES
24481,"SEALING AGENTS WATERPROOFING, INC."
6072,"AMERICAN SECURITY SHREDDING, I"
37810,HAYWOOD STREET COMMUNITY DEVELOPMENT
7560,HUNTLEY CONSTRUCTION COMPANY
10703,THE FABULOUS THUNDERBIRDS
7729,CRAIG M BENHAM
10506,"BALDWIN, SHERRY CLAYTON"
29194,"APPCITYLIFE, INC    "
33786,IRENE MORRIS
32038,"MAULDIN & JENKINS, LLC"
16143,"CLARK'S PRINTING SERVICE, INC."
22590,"CAMPBELL SHATLEY, PLLC"
2400,S.E.STEWART & SON PLUMBING
11348,MICHAEL L. OLIVIER
33820,ABKIND LLC DBA BIO-ONE ASHEVILLE
11901,COURTNEY CARPENTER
25003,"SKIDMORE OWINGS & MERRILL NORTH CAROLINA,PLLC"
33140,NELSON BYRD WOLTZ LLC
7284,INTELLENET INC
11163,"JONES, TIFFANY"
20976,TRANSUNION RISK AND ALTERNATIVE DATA SOLUTIONS INC
29648,FIRST BAPTIST CHURCH OF ASHEVILLE
27870,WORKPLACE SOLUTIONS LLC
32646,DAN A. GREGG
5047,GETINGE USA INC
36503,HID GLOBAL CORPORATION
29611,LISA A. COBURN      
34216,JEREMIAH ROBINSON
20007,"DUNBAR ARMORED, INC."
1640,MOTOROLA INC
26725,IRON MAIDEN STUDIOS
6653,MICHAEL RYMELL
10005,"GRAGG, KATHLEEN"
8254,KEN WILSON FORD INC
32813,OWEN JOSEPH LLC
30426,ALFRED BENESCH & COMPANY
2803,WEST PUBLISHING COMPANY
30943,HILLARY MANNION
9206,"MILL END ENTERPRISES, INC"
11722,"MULTI-VISION INTEGRATION, LLC"
11872,"FOX MANAGEMENT CONSULTING ENTERPRISES, LLC"
35917,"POLICY CONFLUENCE, INC/POLCO"
11602,"PRECISION SAFE SIDEWALKS, INC."
38758,SARAH DICKERSON
1764,MOUNTAIN VALLEY SPRING WATER
15816,SCHINDLER ELEVATOR CORPORATION
20787,"PULLIAM SPAKE, LLC"
26649,BUNCOMBE COUNTY SERVICE FOUNDATION
10754,BRASWELL SCALE AND EQUIPMENT COMPANY
18342,NEW BELGIUM BREWING
20541,"J & E CONCRETE CONSTRUCTION, LLC"
26791,LESCO RESTORATIONS INC
14802,YORK TELECON
34239,"TEPEYAC CONSULTING,INC."
8969,LION OF JUDA PCS
37428,"RANDSTAD NORTH AMERICA, INC."
24473,"BOST INTEGRATED SOLUTIONS, INC."
9135,"MEDICAL EMERGENCY AMBULANCE, I"
34018,"MARSHALL AND ASSOCIATES, INC."
14497,JACK COZORT
34499,"SWEETGRASS BROADWAY, LLC"
1312,ROY HILL SR
29130,"SECURITY INNOVATIONS PROTECTIVE SERVICES, LLC"
30394,"SITEIMPROVE, INC"
23387,NEWCOMB TREE SERVICE INC.
14151,"JAMESON MEDICAL, INC"
5153,BENNY P JONES
11852,MAMACITAS
9264,TYLER WOLFE
8883,KAREN FIELD
27293,TRADE STREET ADVISORS LLC
33938,RESPONSE TRAINING GROUP
28044,THE EI GROUP INC
34234,MCS ELECTRICAL INC.
10459,HUTCHISON-BRIGGS & ASSOCIATES
27507,CLEAN RECOVER INC
10296,H & E EQUIPMENT SERVICES
7731,ANIMAL HAVEN OF ASHEVILLE INC
20604,"BABAK'S IRON & ART, LLC"
10793,"COCKERHAM, EVAN J."
9125,WILD SOUTH
10716,"ELLENBERGER, DULCINEA"
8774,BRYAN WAPPES DBA CAROLINA LIGH
7477,FRIDAY SERVICES INC
13241,"ADS, LLC"
33597,INTERNATIONAL PUBLIC SAFETY DTA INSTITUTE
38753,MICROGRANTS
6334,PLASTICARD-LOCKTECH INTERNATIO
31410,"SMARKING, INC"
8037,JAMIE MCLEAN
1978,COMMUNITY ACTION OPPORTUNITIES
25007,"TEMPUS NOVA,LLC (NEW NAME IS RESULTANT)"
32194,"GIGANTIC, LLC"
1360,INTERNATIONAL PUBLIC MANAGEMENT ASSOS. FOR HR
35268,PISGAH ENERGY INC
11594,"ISM, INC."
4240,WESTERN WATERPROOFING COMPANY
11019,LIFEWAY RIDGECREST CONFERENCE CENTER
11569,"NORTON, MICHAELLE A."
4229,CROWN CASTLE  AKA PINNACLE TOWERS
10757,"DOWLING, BRYAN C."
11210,"TOWN SQUARE WEST, LLC"
10719,"SEGAL, GARRY"
37194,THE ACTUARIAL ADVANTAGE INC.
38339,LF STAFFING SERVICES INC
1891,NAPA AUTO PARTS
38578,"UB HOLDINGS, LLC"
38486,"EPIC PRODUCTIONS OF PHOENIX,LLC"
6656,TURNER MURPHY COMPANY
11201,"QUALITY SEALCOATING & SPORT SURFACES, LLC"
26948,PARKER TECHNOLOGY LLC
10029,"HAYES, HEATHER O."
10159,"BELLEME, JUSTIN"
9105,OWENS ROOFING INC
10743,SKINNY LEGS AND ALL
20718,"SKUMATZ ECONOMIC RESEARCH ASSOCIATES, INC."
30459,"THE CHRISTINE AVERY LEARNING CENTER, INC"
31021,"TOLAR, ANDERSON, KIM, LLC"
7685,BANK FINANCIAL FSB
35941,JOHN B. JAREMA
31018,SECRATIC LLC
36929,CREEKSIDE TAPHOUSE
8741,WESTERN CAROLINA RESCUE MINIST
6081,DELL COMPUTER CORP - SLG SALES
8514,FIRST TRANSIT INC
34995,LANIER AIR PRODUCTS INC.
10302,HUDGINS ROOFING
4817,SYNAGRO SOUTHEAST
16802,"TROTT COMMUNICATIONS GROUP, INC."
11256,"TILLMAN, DEWAYNE"
4101,BOBBY SEARCY
1633,MUNICIPAL CODE CORPORATION
28293,IPS GROUP INC
30666,"FAIR AND IMPARTIAL POLICING, LLC"
10066,"HANF, MARK"
36672,COURTNEY M. HOFFSES
35167,"ASSOCIATED SCAFFOLDING COMPANY, INC,"
8101,CORPORATE LEASING
24011,"J RAMOS ASSOCIATES, LLC"
5214,KAREN GRIFFIN
2905,WARREN WILSON COLLEGE
8339,BUCHANAN AND SONS INC
25194,"REP HOLDINGS, INC   "
27410,TIERPOINT HOSTED SOLUTIONS LLC
27841,"KINDER, LAWRENCE L"
33640,THE BUCHENAUER GROUP LLC
8082,NEW WAVE LICENSING SERVICES IN
18293,"RATHBONE, DALE EDWARD"
9129,C & M SYSTEMS LLC DBA GO MINI
14427,RIVERLINK
10886,"RAINVILLE, JOE"
8434,PLANTE & MORAN PLLC
1771,"MCGUIRE, WOOD & BISSETTE, PA"
9127,FOUR POINTS BY SHERATON
35910,MCKIM & CREED INC
10010,VERBAL JUDO INSTITUTE
10190,HENSON'S WELDING
29597,"MEDLOCK & ASSOCIATES ENGINEERING, PA"
20857,"SEI, INC."
2626,TSA CHOICE
2720,URBAN LAND INSTITUTE
10053,LABOR READY INC.
14498,TAMARA ANNE GRAHAM
9199,TEST VENDOR - PO
10717,"BRAMBLETT, RANDALL"
36469,ONETEAM  LEADERSHIP LLC
2999,"RICOH USA, INC"
38484,"CAROLINA RECORDING SYSTEMS, LLC"
10125,"BAILEY, ELLEN"
12150,"SADDLEBROOK CONSTRUCTION, INC."
12723,"DELTA HOUSE LIFE DEVELOPMENT OF ASHEVILLE, INC."
33218,ASHEVILLE WRITERS IN THE SCHOOLS
37188,GLENNOAKS MEDIA LLC
9102,ALEC DEVON SCHMITT
10420,"MAGELLAN STRATEGY GROUP, LLC"
11849,JACOSOFT LLC
12431,ABYSA
1452,JAY J. HIRST
33372,EPSILON INC
